Cartón 1
15,18,41,51,75
4,30,38,56,68

Cartón 207
B,I,N,G,O
12,29,33,60,70
4,16,37,52,63
1,23,X,58,71
7,25,31,57,67
14,18,45,55,69

Cartón 208
B,I,N,G,O
8,17,37,55,72
6,25,35,56,61
3,30,X,60,74
15,28,41,46,66
2,22,40,54,63

Cartón 209
B,I,N,G,O
9,25,41,48,74
4,23,34,52,62
13,17,X,58,69
2,27,44,57,65
3,26,33,59,71

Cartón 210
B,I,N,G,O
3,21,40,54,73
5,19,44,51,62
7,28,X,60,71
11,26,45,57,69
6,25,39,58,64

Cartón 211
B,I,N,G,O
4,25,33,52,65
15,22,34,51,69
5,28,X,54,64
2,19,32,59,70
10,18,37,50,61

Cartón 212
B,I,N,G,O
1,22,43,59,64
11,25,34,48,70
14,19,X,54,67
9,29,31,58,65
4,28,44,49,71

Cartón 213
B,I,N,G,O
1,19,42,58,66
12,26,41,52,68
5,22,X,56,67
6,18,40,50,69
4,27,43,51,75

Cartón 214
B,I,N,G,O
11,18,36,49,62
5,27,32,51,63
13,24,X,50,67
6,22,31,55,73
3,21,34,47,64

Cartón 215
B,I,N,G,O
15,22,44,52,63
6,24,35,46,69
8,28,X,50,64
14,21,39,55,65
12,29,37,48,61

Cartón 216
B,I,N,G,O
7,29,37,53,65
10,28,32,51,67
4,23,X,55,66
12,17,38,58,69
14,22,44,50,62

Cartón 217
B,I,N,G,O
2,18,40,59,73
11,27,33,49,65
13,23,X,51,63
4,22,38,53,74
3,25,43,58,61

Cartón 218
B,I,N,G,O
3,29,39,51,71
7,16,34,54,67
15,23,X,58,66
4,21,41,53,75
14,24,36,50,64

Cartón 219
B,I,N,G,O
1,20,40,47,64
12,17,33,53,68
11,18,X,55,63
9,29,43,58,71
15,24,32,49,65

Cartón 220
B,I,N,G,O
4,27,38,51,71
11,19,44,46,69
1,16,X,47,70
6,24,39,54,62
12,23,36,56,63

Cartón 221
B,I,N,G,O
5,28,32,60,64
15,25,36,54,72
2,26,X,57,75
4,19,44,56,65
13,17,45,49,63

Cartón 222
B,I,N,G,O
3,17,39,49,62
13,22,42,50,72
14,29,X,56,67
12,27,35,60,65
1,24,34,47,66

Cartón 223
B,I,N,G,O
6,23,33,46,73
4,27,43,47,74
15,26,X,53,68
2,29,36,51,61
8,25,31,58,72

Cartón 224
B,I,N,G,O
9,17,38,55,67
8,27,43,50,64
7,20,X,58,65
15,26,33,49,72
2,23,40,52,73

Cartón 225
B,I,N,G,O
12,19,36,53,74
8,16,40,54,75
7,18,X,48,70
10,26,33,57,73
4,21,38,59,62

Cartón 226
B,I,N,G,O
13,16,33,53,74
12,29,40,54,69
9,25,X,47,66
14,30,44,50,63
1,18,43,59,71

Cartón 227
B,I,N,G,O
2,16,42,53,62
4,26,32,52,65
7,20,X,55,74
14,21,34,47,64
1,27,38,51,69

Cartón 228
B,I,N,G,O
11,28,41,48,64
7,26,39,58,70
6,27,X,50,74
3,30,33,47,62
13,19,34,49,73

Cartón 229
B,I,N,G,O
13,27,37,48,72
15,17,42,60,73
5,20,X,50,74
4,18,39,46,61
12,22,33,57,70

Cartón 230
B,I,N,G,O
13,18,37,46,72
4,21,35,59,68
6,28,X,47,70
5,26,38,53,62
15,22,31,57,71

Cartón 231
B,I,N,G,O
10,22,41,47,73
4,21,33,53,75
6,23,X,54,68
14,17,43,51,74
7,26,37,58,71

Cartón 232
B,I,N,G,O
11,23,44,52,70
13,19,39,56,72
10,18,X,57,64
9,16,34,54,66
4,29,37,58,67

Cartón 233
B,I,N,G,O
11,21,39,50,71
14,25,33,53,69
12,23,X,54,65
2,20,41,49,64
6,24,35,56,73

Cartón 234
B,I,N,G,O
12,18,34,53,66
15,28,42,52,72
2,22,X,57,75
6,23,36,49,65
3,19,38,51,73

Cartón 235
B,I,N,G,O
13,30,34,51,65
5,25,44,46,63
11,20,X,59,75
9,26,39,53,68
14,19,36,50,72

Cartón 236
B,I,N,G,O
5,19,45,53,61
2,23,41,52,73
12,16,X,54,69
14,17,32,50,66
4,30,38,46,65

Cartón 237
B,I,N,G,O
12,19,38,56,72
14,26,43,48,62
10,24,X,51,73
4,25,33,49,74
11,23,41,57,71

Cartón 238
B,I,N,G,O
5,30,41,56,70
6,29,37,48,66
8,16,X,60,65
12,21,36,49,64
15,26,35,55,68

Cartón 239
B,I,N,G,O
11,23,44,47,64
3,27,38,51,72
14,21,X,59,61
5,20,40,57,66
8,29,36,49,65

Cartón 240
B,I,N,G,O
8,27,38,51,68
10,26,43,47,66
13,29,X,49,72
7,25,34,58,70
12,23,32,46,61

Cartón 241
B,I,N,G,O
3,20,36,60,69
8,22,34,56,73
15,26,X,55,74
13,16,42,53,66
5,21,45,54,65

Cartón 242
B,I,N,G,O
4,26,44,60,66
7,20,40,58,68
12,18,X,50,63
8,24,32,56,62
11,29,45,51,69

Cartón 243
B,I,N,G,O
5,22,34,53,70
10,21,44,47,75
15,29,X,58,65
6,30,32,48,67
7,19,38,55,62

Cartón 244
B,I,N,G,O
9,17,36,47,75
5,16,33,58,70
6,29,X,52,74
7,30,44,48,65
2,21,32,60,67

Cartón 245
B,I,N,G,O
2,22,35,58,63
1,24,40,56,73
3,28,X,47,66
10,21,44,50,72
7,20,43,48,64

Cartón 246
B,I,N,G,O
7,16,36,48,72
12,23,31,54,64
4,18,X,55,65
15,24,42,50,67
1,21,33,57,70

Cartón 247
B,I,N,G,O
10,16,42,56,62
8,21,36,54,67
11,24,X,52,75
3,30,43,60,72
1,27,41,47,66

Cartón 248
B,I,N,G,O
8,19,41,60,64
7,22,39,54,61
12,23,X,56,74
3,17,33,48,63
4,26,45,49,62

Cartón 249
B,I,N,G,O
6,18,39,52,75
1,26,32,59,65
7,22,X,53,71
11,17,33,49,68
3,24,43,60,69

Cartón 250
B,I,N,G,O
2,18,36,49,62
5,20,42,48,69
15,28,X,59,63
1,24,35,54,65
3,21,34,47,75

Cartón 251
B,I,N,G,O
11,27,43,59,70
9,22,42,53,75
7,25,X,52,73
2,20,34,58,67
12,28,44,55,63

Cartón 252
B,I,N,G,O
9,23,31,52,71
6,26,35,58,75
5,29,X,50,61
1,25,44,55,73
8,16,37,56,68

Cartón 253
B,I,N,G,O
1,23,37,48,66
7,18,43,56,63
9,27,X,59,68
4,24,32,58,75
8,22,33,51,64

Cartón 254
B,I,N,G,O
15,21,39,52,72
4,17,43,59,74
1,16,X,54,73
3,26,42,46,64
6,24,37,57,61

Cartón 255
B,I,N,G,O
4,30,43,52,72
2,25,40,50,66
12,23,X,47,70
14,17,38,58,71
15,28,37,57,63

Cartón 256
B,I,N,G,O
1,22,43,48,65
4,27,45,58,61
3,30,X,53,72
10,29,32,55,62
7,28,33,50,74

Cartón 257
B,I,N,G,O
3,20,31,48,61
15,27,39,54,63
6,25,X,57,69
11,18,44,47,72
5,16,33,46,75

Cartón 258
B,I,N,G,O
14,26,33,51,65
9,29,32,59,74
10,23,X,47,67
7,17,45,52,73
11,18,36,50,72

Cartón 259
B,I,N,G,O
12,25,43,55,74
9,22,35,51,68
3,16,X,47,75
5,27,44,49,69
10,28,40,59,71

Cartón 260
B,I,N,G,O
4,30,32,51,69
8,27,31,49,70
7,20,X,60,71
12,21,38,57,73
15,17,36,54,67

Cartón 261
B,I,N,G,O
11,30,42,58,75
1,18,38,50,68
9,23,X,48,71
7,20,41,46,67
15,27,43,60,62

Cartón 262
B,I,N,G,O
7,17,38,59,64
5,27,41,60,71
1,24,X,48,63
15,28,33,47,61
2,23,44,49,75

Cartón 263
B,I,N,G,O
2,21,41,57,66
3,29,33,50,67
8,16,X,54,62
7,17,40,53,61
6,26,42,51,64

Cartón 264
B,I,N,G,O
15,19,36,56,75
6,17,39,55,74
7,27,X,53,71
5,26,42,52,70
4,21,41,60,66

Cartón 265
B,I,N,G,O
6,25,39,52,64
14,28,34,59,70
12,18,X,58,66
4,22,32,60,72
10,24,37,49,62

Cartón 266
B,I,N,G,O
2,23,41,49,70
9,28,40,53,64
6,25,X,51,72
7,18,44,52,74
8,26,34,55,62

Cartón 267
B,I,N,G,O
5,22,42,55,63
9,23,41,58,72
12,16,X,46,70
1,17,35,51,66
7,27,40,48,62

Cartón 268
B,I,N,G,O
10,30,35,58,64
13,18,31,48,70
7,17,X,47,73
1,19,39,51,65
15,25,43,49,66

Cartón 269
B,I,N,G,O
2,28,44,56,67
3,17,34,46,74
7,20,X,55,72
8,22,45,48,71
13,29,41,52,70

Cartón 270
B,I,N,G,O
2,22,33,50,72
8,30,41,60,66
10,20,X,56,62
1,28,34,59,63
7,18,35,57,65

Cartón 271
B,I,N,G,O
6,18,45,53,71
2,28,37,54,62
9,21,X,55,75
15,19,34,60,66
3,30,38,56,63

Cartón 272
B,I,N,G,O
7,19,43,51,63
5,21,41,60,62
8,18,X,47,75
14,23,42,52,65
4,28,36,48,67

Cartón 273
B,I,N,G,O
3,19,36,49,73
13,26,38,53,65
2,28,X,57,69
9,25,37,50,64
4,21,34,58,75

Cartón 274
B,I,N,G,O
7,24,31,50,72
5,22,40,53,66
6,23,X,47,65
4,25,42,46,63
9,16,35,57,71

Cartón 275
B,I,N,G,O
15,21,31,58,64
10,25,33,56,69
3,23,X,47,73
2,22,45,46,63
6,16,43,49,67

Cartón 276
B,I,N,G,O
11,22,33,49,75
8,21,32,55,68
6,26,X,51,74
2,17,42,50,61
7,18,34,60,71

Cartón 277
B,I,N,G,O
11,18,36,57,74
7,22,40,50,67
1,30,X,47,63
2,29,45,55,64
3,21,42,59,72

Cartón 278
B,I,N,G,O
3,22,34,52,68
13,18,45,50,62
6,24,X,56,63
1,17,41,46,74
7,19,37,53,73

Cartón 279
B,I,N,G,O
12,16,33,47,69
4,24,37,51,65
14,22,X,60,70
10,23,35,55,75
1,18,32,54,72

Cartón 280
B,I,N,G,O
13,19,40,60,67
9,20,31,47,74
15,27,X,54,62
11,16,42,46,69
4,25,45,52,72

Cartón 281
B,I,N,G,O
12,22,45,54,74
4,16,36,49,73
3,23,X,50,65
1,19,43,53,71
7,30,39,59,63

Cartón 282
B,I,N,G,O
12,26,45,56,64
10,22,31,50,73
7,24,X,47,68
5,28,36,57,66
11,30,41,49,70

Cartón 283
B,I,N,G,O
10,27,37,53,74
13,16,33,48,61
14,30,X,54,63
8,17,40,57,72
12,22,38,59,70

Cartón 284
B,I,N,G,O
1,24,40,54,70
4,20,37,46,63
12,22,X,56,75
8,23,38,48,62
9,25,39,55,71

Cartón 285
B,I,N,G,O
11,20,39,60,69
8,23,33,55,75
4,22,X,50,71
10,18,31,56,62
5,24,45,54,61

Cartón 286
B,I,N,G,O
10,26,35,56,62
13,30,38,59,75
12,21,X,57,68
7,22,36,49,64
11,20,41,47,66

Cartón 287
B,I,N,G,O
6,20,32,51,65
10,18,45,48,63
9,21,X,49,68
14,27,43,47,67
5,17,36,50,61

Cartón 288
B,I,N,G,O
1,26,40,52,70
2,17,39,50,63
5,21,X,49,66
13,23,33,59,74
9,25,37,55,69

Cartón 289
B,I,N,G,O
9,26,38,46,63
3,29,34,49,72
1,22,X,52,65
7,19,43,50,69
11,23,31,48,66

Cartón 290
B,I,N,G,O
5,23,40,54,68
6,22,38,52,73
12,27,X,49,63
7,26,43,59,64
8,25,39,53,67

Cartón 291
B,I,N,G,O
6,18,45,58,70
5,19,42,53,63
13,26,X,54,64
12,16,38,60,68
3,30,43,55,73

Cartón 292
B,I,N,G,O
7,24,42,59,61
2,26,32,52,74
11,22,X,54,69
6,20,38,57,64
9,27,44,46,72

Cartón 293
B,I,N,G,O
13,30,37,54,67
1,17,40,58,73
6,19,X,59,61
14,21,35,57,68
15,22,39,52,65

Cartón 294
B,I,N,G,O
12,25,35,60,74
15,22,44,55,67
14,29,X,49,70
8,21,38,56,73
10,20,45,59,62

Cartón 295
B,I,N,G,O
2,26,42,52,71
4,18,33,57,72
15,28,X,59,70
13,19,38,48,63
11,27,37,56,74

Cartón 296
B,I,N,G,O
4,18,37,59,65
12,30,41,54,74
15,28,X,56,66
1,20,39,52,68
3,22,44,50,61

Cartón 297
B,I,N,G,O
14,16,34,51,75
10,29,43,52,63
13,22,X,53,74
12,24,39,56,64
1,19,36,60,70

Cartón 298
B,I,N,G,O
1,24,43,60,70
10,18,34,51,62
6,22,X,47,64
3,26,33,46,63
9,28,45,55,69

Cartón 299
B,I,N,G,O
10,16,36,57,61
12,24,39,52,66
5,20,X,51,72
6,26,45,50,75
1,21,42,46,64

Cartón 300
B,I,N,G,O
9,29,37,54,64
2,25,42,57,73
12,23,X,46,63
11,30,35,56,71
14,22,39,49,72

Cartón 301
B,I,N,G,O
6,27,34,54,66
2,25,40,50,63
7,30,X,56,67
15,18,33,52,68
12,19,39,51,64

Cartón 302
B,I,N,G,O
2,23,39,48,66
9,26,32,56,68
6,21,X,58,70
4,18,34,47,67
8,24,33,51,72

Cartón 303
B,I,N,G,O
4,24,45,48,69
15,16,40,46,63
12,28,X,50,68
2,29,35,56,65
9,30,33,54,70

Cartón 304
B,I,N,G,O
12,19,36,55,62
14,26,43,57,65
10,30,X,56,68
6,28,37,52,66
4,21,40,47,70

Cartón 305
B,I,N,G,O
10,17,43,56,73
3,16,40,46,67
1,19,X,49,75
7,30,32,50,74
2,28,41,58,62

Cartón 306
B,I,N,G,O
10,27,35,46,69
3,21,36,48,72
13,16,X,60,74
5,18,42,51,65
12,20,31,54,61

Cartón 307
B,I,N,G,O
1,18,44,48,71
8,19,32,53,75
12,24,X,51,65
2,21,41,47,61
3,29,33,56,74

Cartón 308
B,I,N,G,O
9,29,34,54,75
8,26,35,47,71
5,23,X,49,64
7,25,33,52,66
14,19,39,60,73

Cartón 309
B,I,N,G,O
14,21,43,48,67
7,22,42,58,74
11,18,X,47,69
4,25,45,51,72
6,28,33,52,71

Cartón 310
B,I,N,G,O
13,26,44,54,64
9,22,35,46,71
2,17,X,47,62
1,24,33,55,63
11,29,39,49,66

Cartón 311
B,I,N,G,O
11,20,33,56,67
10,23,36,59,70
6,26,X,60,72
7,16,40,57,71
5,18,41,52,69

Cartón 312
B,I,N,G,O
6,29,32,59,61
4,21,31,51,70
1,20,X,54,67
3,23,37,60,64
14,17,44,46,66

Cartón 313
B,I,N,G,O
6,16,33,51,74
9,28,39,55,73
13,23,X,53,68
8,20,40,50,71
1,18,36,59,62

Cartón 314
B,I,N,G,O
15,26,31,59,70
2,29,35,51,73
5,22,X,46,64
9,17,33,49,72
11,16,44,55,61

Cartón 315
B,I,N,G,O
2,23,37,51,64
13,17,34,54,71
10,27,X,48,62
4,21,31,50,68
8,22,36,49,65

Cartón 316
B,I,N,G,O
1,17,33,57,70
5,16,39,48,65
4,21,X,59,72
14,23,38,53,62
2,18,42,55,66

Cartón 317
B,I,N,G,O
5,16,41,60,64
6,22,33,50,65
8,17,X,57,68
4,28,42,56,74
1,26,45,49,75

Cartón 318
B,I,N,G,O
6,23,32,49,69
13,16,43,55,65
14,21,X,57,64
2,19,33,48,74
8,17,34,54,61

Cartón 319
B,I,N,G,O
1,27,37,53,65
14,20,33,52,64
13,23,X,60,73
2,25,44,59,63
12,22,38,50,72

Cartón 320
B,I,N,G,O
13,16,39,50,75
4,20,33,56,71
15,23,X,59,66
3,21,32,54,64
1,24,35,60,73

Cartón 321
B,I,N,G,O
12,20,38,52,73
11,19,44,47,70
13,22,X,60,62
2,17,31,51,64
5,23,37,58,61

Cartón 322
B,I,N,G,O
13,25,45,52,70
14,28,36,49,68
5,29,X,60,73
7,24,43,47,66
10,30,37,55,63

Cartón 323
B,I,N,G,O
1,23,31,53,64
4,21,33,58,65
2,26,X,47,72
10,30,34,50,74
8,16,38,49,73

Cartón 324
B,I,N,G,O
3,19,31,57,65
15,20,36,53,67
11,23,X,47,61
12,27,34,46,74
4,16,42,50,66

Cartón 325
B,I,N,G,O
6,16,33,54,65
8,28,44,57,70
11,20,X,56,75
7,30,31,53,66
1,18,39,50,68

Cartón 326
B,I,N,G,O
8,30,39,60,68
12,29,41,58,66
14,18,X,48,71
7,19,44,57,64
15,24,45,53,62

Cartón 327
B,I,N,G,O
8,28,35,60,65
5,25,31,56,71
10,18,X,47,72
9,30,37,57,74
13,20,45,50,67

Cartón 328
B,I,N,G,O
2,24,40,59,75
1,22,32,58,74
5,21,X,52,71
4,19,37,46,72
9,25,44,60,65

Cartón 329
B,I,N,G,O
7,27,40,57,65
10,30,38,51,63
8,18,X,59,71
14,22,45,60,66
12,25,42,50,68

Cartón 330
B,I,N,G,O
5,24,40,57,75
3,26,36,46,64
13,17,X,49,67
1,27,32,55,72
9,25,42,60,71

Cartón 331
B,I,N,G,O
11,23,34,47,63
14,29,38,55,62
15,22,X,46,74
10,25,36,54,68
8,19,32,48,69

Cartón 332
B,I,N,G,O
10,16,43,51,68
9,25,35,54,72
4,23,X,48,67
7,22,40,57,69
1,28,36,53,74

Cartón 333
B,I,N,G,O
9,20,44,60,69
4,24,34,56,67
3,16,X,58,70
11,25,32,52,73
5,29,45,54,72

Cartón 334
B,I,N,G,O
14,21,34,51,62
4,20,40,55,75
7,17,X,56,72
9,24,41,58,71
6,19,36,47,70

Cartón 335
B,I,N,G,O
12,17,38,58,67
7,24,39,46,71
8,27,X,60,61
5,22,45,56,73
2,23,43,52,70

Cartón 336
B,I,N,G,O
10,18,37,57,74
5,28,33,49,72
6,19,X,58,67
2,26,39,50,71
3,22,42,59,69

Cartón 337
B,I,N,G,O
9,20,44,49,75
14,24,32,56,66
4,26,X,54,70
8,23,40,51,69
5,29,34,60,67

Cartón 338
B,I,N,G,O
9,17,44,47,66
15,25,45,57,63
10,18,X,52,74
11,21,34,53,69
2,29,32,51,67

Cartón 339
B,I,N,G,O
7,21,45,48,65
8,27,32,52,74
2,16,X,57,75
5,26,38,60,73
6,30,33,50,66

Cartón 340
B,I,N,G,O
7,20,31,60,70
11,28,39,47,65
8,23,X,59,62
3,19,36,58,69
5,16,45,55,66

Cartón 341
B,I,N,G,O
6,22,38,52,72
2,29,40,55,62
4,27,X,51,66
5,19,45,49,68
7,23,37,57,69

Cartón 342
B,I,N,G,O
6,19,40,50,69
13,20,42,51,63
15,26,X,55,61
14,16,33,46,72
4,25,35,54,62

Cartón 343
B,I,N,G,O
2,19,39,58,63
13,26,38,60,68
5,20,X,51,74
12,25,42,59,70
4,24,43,48,61

Cartón 344
B,I,N,G,O
11,22,45,59,62
9,20,41,50,61
14,18,X,49,72
10,27,34,60,67
7,30,44,47,63

Cartón 345
B,I,N,G,O
1,20,41,49,62
3,30,31,56,69
8,28,X,54,64
7,22,42,59,73
5,26,34,47,68

Cartón 346
B,I,N,G,O
3,21,37,49,74
9,24,32,50,72
10,16,X,47,73
15,26,45,56,63
6,22,34,59,66

Cartón 347
B,I,N,G,O
8,20,36,54,75
1,27,40,56,63
13,30,X,49,68
10,29,42,47,70
5,21,39,60,71

Cartón 348
B,I,N,G,O
6,24,40,56,62
4,27,37,53,69
14,19,X,51,75
5,29,33,49,65
9,25,41,47,68

Cartón 349
B,I,N,G,O
8,27,35,58,69
10,22,42,48,67
1,30,X,53,74
7,21,33,60,72
12,20,43,54,70

Cartón 350
B,I,N,G,O
15,24,38,50,63
2,16,31,58,74
10,30,X,47,73
3,29,42,53,71
9,23,35,48,72

Cartón 351
B,I,N,G,O
10,18,41,57,71
14,23,35,47,74
5,19,X,54,65
8,27,37,60,73
3,26,42,56,69

Cartón 352
B,I,N,G,O
12,21,45,59,72
10,16,33,48,61
8,25,X,51,69
14,17,36,53,65
6,30,44,57,67

Cartón 353
B,I,N,G,O
9,20,38,50,66
13,22,31,53,74
1,24,X,48,70
2,26,43,47,68
5,23,35,51,75

Cartón 354
B,I,N,G,O
7,16,44,57,65
2,28,41,47,72
15,24,X,56,62
12,26,31,53,61
1,29,42,50,73

Cartón 355
B,I,N,G,O
6,25,35,56,69
7,16,39,49,66
8,28,X,57,75
1,29,33,47,73
10,20,41,54,61

Cartón 356
B,I,N,G,O
13,19,35,48,72
15,27,45,50,66
6,23,X,56,64
2,26,43,54,73
4,20,33,57,69

Cartón 357
B,I,N,G,O
1,29,41,51,62
11,18,40,56,70
15,23,X,59,72
12,19,44,50,71
14,26,36,47,74

Cartón 358
B,I,N,G,O
9,26,31,59,62
1,22,38,54,72
8,21,X,55,67
2,27,34,49,74
11,16,44,47,66

Cartón 359
B,I,N,G,O
14,28,31,56,74
9,19,32,55,65
2,22,X,52,72
1,20,44,58,66
13,16,41,59,68

Cartón 360
B,I,N,G,O
13,16,44,56,61
3,20,37,51,65
9,24,X,48,74
12,21,32,58,69
1,29,41,46,73

Cartón 361
B,I,N,G,O
4,30,33,60,61
13,29,40,50,71
6,24,X,54,69
12,28,32,48,64
15,18,45,46,67

Cartón 362
B,I,N,G,O
10,27,45,56,67
11,18,35,49,71
15,28,X,58,72
5,25,33,59,73
12,30,41,52,70

Cartón 363
B,I,N,G,O
7,28,42,56,66
4,22,31,53,64
10,30,X,54,65
12,16,37,52,62
13,27,41,51,63

Cartón 364
B,I,N,G,O
10,24,31,47,67
6,22,44,49,65
12,18,X,54,64
13,28,39,48,61
9,16,32,52,73

Cartón 365
B,I,N,G,O
3,26,34,51,72
14,18,41,52,75
10,24,X,58,71
2,28,38,55,66
11,19,36,57,70

Cartón 366
B,I,N,G,O
13,19,32,50,72
5,28,36,49,73
2,24,X,51,69
10,23,37,52,68
4,17,35,57,70

Cartón 367
B,I,N,G,O
10,24,40,58,69
7,16,36,55,62
4,29,X,46,68
15,23,32,57,61
9,25,43,54,64

Cartón 368
B,I,N,G,O
7,25,45,51,67
11,22,35,49,70
5,19,X,50,73
1,26,31,59,61
10,30,36,52,62

Cartón 369
B,I,N,G,O
4,26,44,58,72
10,27,34,50,65
9,18,X,53,75
6,23,41,49,62
11,29,43,57,71

Cartón 370
B,I,N,G,O
2,16,33,47,74
3,30,45,57,66
7,25,X,46,72
12,17,41,49,68
1,18,32,59,73

Cartón 371
B,I,N,G,O
11,21,32,48,72
14,25,34,55,65
10,16,X,56,70
15,30,43,52,63
6,17,33,57,67

Cartón 372
B,I,N,G,O
13,25,33,56,61
6,23,40,48,70
5,21,X,51,65
14,29,38,50,67
10,18,41,46,74

Cartón 373
B,I,N,G,O
14,27,39,59,64
2,29,37,60,61
4,21,X,56,71
13,23,32,51,68
12,24,44,49,74

Cartón 374
B,I,N,G,O
12,24,31,59,72
10,21,34,47,69
14,30,X,46,62
13,17,32,48,73
9,16,44,57,65

Cartón 375
B,I,N,G,O
14,18,45,49,61
8,17,33,59,69
6,16,X,60,66
11,19,31,58,73
3,30,34,46,62

Cartón 376
B,I,N,G,O
5,17,36,54,72
10,25,37,46,62
13,28,X,48,65
14,24,45,60,73
2,21,39,57,68

Cartón 377
B,I,N,G,O
2,29,43,48,75
7,18,36,56,73
15,16,X,47,74
10,30,44,52,66
14,28,33,60,72

Cartón 378
B,I,N,G,O
8,16,33,46,74
12,23,32,60,69
10,24,X,53,68
7,25,45,47,70
1,18,31,59,66

Cartón 379
B,I,N,G,O
6,16,34,55,67
10,21,38,47,61
14,26,X,54,66
15,22,45,48,69
1,19,40,52,63

Cartón 380
B,I,N,G,O
15,27,44,53,61
8,18,35,52,72
2,30,X,47,69
3,16,37,54,67
12,29,38,46,71

Cartón 381
B,I,N,G,O
3,30,32,53,62
14,18,39,54,65
1,19,X,48,64
13,28,33,55,63
15,17,38,47,69

Cartón 382
B,I,N,G,O
11,30,39,59,71
7,22,41,58,69
2,26,X,55,62
1,25,38,48,67
15,24,44,56,64

Cartón 383
B,I,N,G,O
9,25,42,46,67
3,18,39,49,62
1,22,X,56,68
8,26,43,60,66
10,27,31,52,75

Cartón 384
B,I,N,G,O
4,17,44,57,65
10,27,34,55,66
3,16,X,48,64
1,30,33,49,72
2,29,42,50,75

Cartón 385
B,I,N,G,O
15,18,35,55,75
5,19,44,51,66
14,22,X,46,71
7,24,42,59,67
3,20,40,60,73

Cartón 386
B,I,N,G,O
8,26,37,53,73
12,19,40,52,66
7,18,X,46,65
1,27,44,47,61
11,22,38,58,72

Cartón 387
B,I,N,G,O
13,16,41,60,67
9,18,34,48,72
7,24,X,47,65
2,23,42,53,69
1,26,45,52,75

Cartón 388
B,I,N,G,O
12,16,32,58,70
11,29,33,49,65
4,30,X,56,63
7,28,42,48,64
1,17,43,55,74

Cartón 389
B,I,N,G,O
15,27,40,59,65
1,18,33,46,62
8,24,X,54,63
11,26,32,52,64
12,25,44,50,68

Cartón 390
B,I,N,G,O
14,21,37,59,63
4,18,34,53,69
2,27,X,55,71
3,29,31,51,73
6,22,44,48,74

Cartón 391
B,I,N,G,O
14,19,36,59,73
3,30,31,56,62
10,20,X,52,61
12,16,40,60,65
4,21,44,58,66

Cartón 392
B,I,N,G,O
13,20,31,54,74
8,24,42,57,66
15,23,X,46,68
10,21,44,51,70
5,16,39,59,65

Cartón 393
B,I,N,G,O
6,19,44,53,72
13,20,39,47,61
10,25,X,52,74
8,22,42,55,75
4,29,38,57,70

Cartón 394
B,I,N,G,O
5,17,39,48,64
7,26,43,51,61
1,21,X,54,63
10,23,45,59,68
2,24,33,49,69

Cartón 395
B,I,N,G,O
10,23,45,48,71
1,25,44,52,75
4,28,X,49,62
6,18,42,59,69
8,30,33,56,73

Cartón 396
B,I,N,G,O
9,17,44,56,66
10,28,33,55,64
8,18,X,60,72
1,24,42,46,65
2,29,41,51,69

Cartón 397
B,I,N,G,O
9,19,39,50,66
10,22,34,47,73
2,17,X,56,61
5,25,42,59,63
4,24,35,51,71

Cartón 398
B,I,N,G,O
5,21,34,50,67
12,26,39,57,63
4,28,X,56,70
1,25,44,51,75
6,19,35,52,72

Cartón 399
B,I,N,G,O
11,28,35,46,72
15,30,39,60,65
3,22,X,51,63
10,18,42,52,68
13,20,31,57,66

Cartón 400
B,I,N,G,O
12,28,45,53,63
9,17,39,52,68
14,24,X,57,74
5,23,41,46,66
13,30,38,48,67

Cartón 401
B,I,N,G,O
6,20,36,47,69
14,28,42,58,67
12,22,X,51,74
11,24,37,48,75
5,21,32,54,65

Cartón 402
B,I,N,G,O
7,28,36,57,66
11,23,33,56,65
2,19,X,48,64
6,29,39,53,61
13,21,42,51,75

Cartón 403
B,I,N,G,O
15,29,40,52,72
9,20,34,59,68
8,17,X,50,70
2,28,38,56,65
14,25,37,57,62

Cartón 404
B,I,N,G,O
2,20,45,56,69
10,17,40,49,73
14,24,X,51,71
12,27,31,59,68
5,30,41,54,74

Cartón 405
B,I,N,G,O
2,25,33,47,65
8,20,44,57,74
6,19,X,49,66
9,29,31,48,62
10,18,32,50,73

Cartón 406
B,I,N,G,O
14,23,45,55,68
11,25,39,54,64
10,20,X,51,66
4,22,34,58,75
8,30,40,53,63

Cartón 407
B,I,N,G,O
13,23,45,59,71
7,28,32,46,63
2,18,X,52,74
11,22,38,49,73
8,30,44,56,62

Cartón 408
B,I,N,G,O
3,20,37,55,66
1,23,41,46,64
14,29,X,54,70
2,18,42,60,75
5,22,40,51,73

Cartón 409
B,I,N,G,O
13,23,32,46,67
11,22,34,60,72
5,30,X,48,74
12,20,33,55,62
8,17,31,52,70

Cartón 410
B,I,N,G,O
3,28,39,52,68
2,22,43,48,69
9,30,X,59,70
7,29,31,47,73
13,24,37,53,67

Cartón 411
B,I,N,G,O
10,21,37,54,75
15,19,34,50,62
9,28,X,52,69
5,23,41,57,64
6,22,39,60,73

Cartón 412
B,I,N,G,O
7,19,33,54,61
